id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime,popularity,year_released,release_day,release_month,domestic_gross_in_mill,production_budget_in_mill,domestic_net_in_mill,Return_on_Investment,release_day_num,release_month_num
55,2013-06-25,Hansel & Gretel Get Baked,4500000,0,"Comedy,Horror",tt2081194,86.0,,2013,Tuesday,June,0.0,4.5,-4.5,-100.0,25,6
56,2014-11-07,Fugly,4500000,0,"Drama,Thriller",tt3683702,134.0,,2014,Friday,November,0.0,4.5,-4.5,-100.0,7,11
57,2015-08-28,Zipper,4500000,0,"Drama,Thriller",tt3346224,112.0,9.373,2015,Friday,August,0.0,4.5,-4.5,-100.0,28,8
58,2015-11-03,The Final Girls,4500000,0,"Comedy,Drama,Fantasy",tt2118624,88.0,8.362,2015,Tuesday,November,0.0,4.5,-4.5,-100.0,3,11
59,2017-12-01,Daisy Winters,4500000,0,Drama,tt3702088,90.0,,2017,Friday,December,0.0,4.5,-4.5,-100.0,1,12
62,2016-12-31,Airlift (2016),4400000,0,,,,,2016,Saturday,December,0.0,4.4,-4.4,-100.0,31,12
63,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,,,,4.297,2015,Tuesday,September,0.0,4.4,-4.4,-100.0,29,9
64,2014-06-06,Anna,4357373,0,"Drama,Mystery,Sci-Fi",tt1715336,99.0,1.463,2014,Friday,June,0.0,4.357373,-4.357373,-100.0,6,6
65,2003-06-06,Whale Rider,4300000,20779666,,,,,2003,Friday,June,20.779666,4.3,16.479665999999998,383.2480465116279,6,6
66,2001-06-13,Sexy Beast,4300000,6946056,,,,,2001,Wednesday,June,6.946056,4.3,2.646056,61.536186046511624,13,6
67,2009-12-04,Paa,4300000,199228,,,,,2009,Friday,December,0.199228,4.3,-4.100772,-95.36679069767445,4,12
68,2012-07-11,Snabba Cash,4300000,188870,,,,,2012,Wednesday,July,0.18887,4.3,-4.11113,-95.60767441860466,11,7
70,2006-02-17,Nochnoy dozor,4200000,1502188,,,,,2006,Friday,February,1.502188,4.2,-2.697812,-64.23361904761904,17,2
71,2010-08-13,Animal Kingdom,4200000,1044039,"Crime,Drama",tt1313092,113.0,10.187999999999999,2010,Friday,August,1.044039,4.2,-3.1559610000000005,-75.14192857142858,13,8
72,2010-05-28,George A. Romero's Survival of the Dead,4200000,101740,,,,,2010,Friday,May,0.10174,4.2,-4.09826,-97.57761904761904,28,5
73,2011-10-21,Cargo,4200000,0,Drama,tt1507261,85.0,1.925,2011,Friday,October,0.0,4.2,-4.2,-100.0,21,10
74,2006-05-23,High School Musical,4200000,0,,,,,2006,Tuesday,May,0.0,4.2,-4.2,-100.0,23,5
79,2003-09-12,Lost in Translation,4000000,44585453,,,,,2003,Friday,September,44.585453,4.0,40.585453,1014.636325,12,9
81,2015-01-23,The Boy Next Door,4000000,36006065,"Horror,Thriller",tt3181822,91.0,0.6,2015,Friday,January,36.006065,4.0,32.006065,800.151625,23,1
84,2001-12-26,Monster's Ball,4000000,31273922,,,,,2001,Wednesday,December,31.273922,4.0,27.273922,681.84805,26,12
85,2014-07-11,Boyhood,4000000,25379975,Drama,tt1065073,165.0,11.140999999999998,2014,Friday,July,25.379975,4.0,21.379975,534.4993750000001,11,7
87,2010-07-09,The Kids Are All Right,4000000,20811365,"Comedy,Drama,Romance",tt0842926,106.0,8.426,2010,Friday,July,20.811365,4.0,16.811365,420.284125,9,7
89,2014-04-18,A Haunted House 2,4000000,17329487,"Comedy,Fantasy",tt2828996,86.0,6.9479999999999995,2014,Friday,April,17.329487,4.0,13.329487,333.237175,18,4
90,2013-03-01,The Last Exorcism Part II,4000000,15179303,"Drama,Horror,Thriller",tt2034139,88.0,7.561,2013,Friday,March,15.179303,4.0,11.179303,279.482575,1,3
95,2000-08-04,Saving Grace,4000000,12178602,"Crime,Drama,Horror",tt1691149,85.0,,2000,Friday,August,12.178602,4.0,8.178602,204.46505,4,8
97,2004-02-06,What the #$'! Do We Know,4000000,10941801,,,,,2004,Friday,February,10.941801,4.0,6.941801,173.545025,6,2
98,2016-05-13,The Darkness,4000000,10753574,"Horror,Thriller",tt1878841,92.0,8.357000000000001,2016,Friday,May,10.753574,4.0,6.753574,168.83935000000002,13,5
99,2006-07-28,Scoop,4000000,10525717,,,,,2006,Friday,July,10.525717,4.0,6.525717,163.142925,28,7
100,2001-11-14,The Wash,4000000,10097096,Thriller,tt2025702,,,2001,Wednesday,November,10.097096,4.0,6.0970960000000005,152.4274,14,11
1,2000-03-01,3 Strikes,4000000,9821335,,,,,2000,Wednesday,March,9.821335,4.0,5.8213349999999995,145.53337499999995,1,3
2,2008-04-11,The Visitor,4000000,9427026,"Drama,Romance",tt1883160,70.0,,2008,Friday,April,9.427026,4.0,5.4270260000000015,135.67565,11,4
3,2003-11-26,The Cooler,4000000,8291572,,,,,2003,Wednesday,November,8.291572,4.0,4.291572,107.2893,26,11
5,2006-08-04,The Night Listener,4000000,7836393,,,,,2006,Friday,August,7.836392999999998,4.0,3.836393,95.909825,4,8
7,2007-12-28,El orfanato,4000000,7159147,,,,,2007,Friday,December,7.159147,4.0,3.159147,78.978675,28,12
8,2007-05-25,Bug,4000000,7006708,"Drama,Mystery,Thriller",tt3749926,95.0,,2007,Friday,May,7.0067080000000015,4.0,3.006708,75.1677,25,5
9,2002-10-11,The Rules of Attraction,4000000,6525762,,,,,2002,Friday,October,6.525762,4.0,2.5257620000000003,63.14405000000001,11,10
11,2006-11-17,Let's Go to Prison,4000000,4630045,,,,,2006,Friday,November,4.630045,4.0,0.630045,15.751124999999998,17,11
13,2002-09-20,Secretary,4000000,4046737,,,,,2002,Friday,September,4.046737,4.0,0.04673700000000025,1.1684250000000065,20,9
14,2003-04-25,The Real Cancun,4000000,3816594,,,,,2003,Friday,April,3.816594,4.0,-0.18340600000000012,-4.585150000000004,25,4
18,2012-08-24,Samsara,4000000,2672413,"Documentary,Music",tt0770802,102.0,6.015,2012,Friday,August,2.672413,4.0,-1.327587,-33.189674999999994,24,8
19,2007-06-22,You Kill Me,4000000,2426851,,,,,2007,Friday,June,2.426851,4.0,-1.573149,-39.328725,22,6
20,2011-06-17,The Art of Getting By,4000000,1430241,"Drama,Romance",tt1645080,83.0,8.695,2011,Friday,June,1.430241,4.0,-2.569759,-64.24397499999999,17,6
21,2005-09-16,Thumbsucker,4000000,1328679,,,,,2005,Friday,September,1.3286790000000002,4.0,-2.671321,-66.783025,16,9
22,2011-09-23,Red State,4000000,1065429,"Action,Crime,Horror",tt0873886,88.0,7.816,2011,Friday,September,1.0654290000000002,4.0,-2.934571,-73.364275,23,9
23,2005-09-30,MirrorMask,4000000,864959,,,,,2005,Friday,September,0.864959,4.0,-3.135041,-78.376025,30,9
25,2012-10-17,Holy Motors,4000000,641054,"Drama,Fantasy",tt2076220,115.0,5.31,2012,Wednesday,October,0.641054,4.0,-3.358946,-83.97365,17,10
26,2014-06-13,The Signal,4000000,600896,"Drama,Mystery,Sci-Fi",tt2910814,97.0,10.032,2014,Friday,June,0.600896,4.0,-3.399104,-84.9776,13,6
27,2003-02-28,Poolhall Junkies,4000000,563711,,,,,2003,Friday,February,0.563711,4.0,-3.436289,-85.907225,28,2
29,2014-03-07,The Face of Love,4000000,385069,"Drama,Mystery,Romance",tt1839642,92.0,5.519,2014,Friday,March,0.385069,4.0,-3.614931,-90.373275,7,3
30,2014-04-11,Joe,4000000,373375,"Crime,Drama",tt2382396,117.0,8.57,2014,Friday,April,0.373375,4.0,-3.626625,-90.665625,11,4
33,2009-05-08,Adoration,4000000,294244,,,,,2009,Friday,May,0.294244,4.0,-3.705756,-92.6439,8,5
34,2000-08-04,Psycho Beach Party,4000000,267972,,,,,2000,Friday,August,0.267972,4.0,-3.732028,-93.3007,4,8
35,2019-06-07,Late Night,4000000,246305,"Comedy,Drama",tt6107548,102.0,,2019,Friday,June,0.246305,4.0,-3.753695,-93.842375,7,6
36,2000-01-28,The Big Tease,4000000,185577,,,,,2000,Friday,January,0.185577,4.0,-3.814423,-95.360575,28,1
37,2017-08-25,Polina danser sa vie,4000000,165203,,,,,2017,Friday,August,0.165203,4.0,-3.834797,-95.869925,25,8
38,2015-04-10,Desert Dancer,4000000,155271,"Biography,Drama,Music",tt2403393,104.0,1.508,2015,Friday,April,0.155271,4.0,-3.844729,-96.118225,10,4
39,2015-01-30,"Guten Tag, Ramon",4000000,154356,,,,,2015,Friday,January,0.154356,4.0,-3.845644,-96.1411,30,1
40,2003-07-25,Mondays in the Sun,4000000,146402,,,,,2003,Friday,July,0.146402,4.0,-3.853598,-96.33995,25,7
41,2015-06-19,Manglehorn,4000000,132270,Drama,tt2893490,97.0,7.6610000000000005,2015,Friday,June,0.13227,4.0,-3.86773,-96.69325,19,6
42,2010-04-02,Tau ming chong,4000000,129078,,,,,2010,Friday,April,0.129078,4.0,-3.870922,-96.77305,2,4
43,2011-04-01,Trust,4000000,120016,"Crime,Drama,Thriller",tt1529572,106.0,7.805,2011,Friday,April,0.120016,4.0,-3.879984,-96.9996,1,4
44,2000-12-22,An Everlasting Piece,4000000,75078,,,,,2000,Friday,December,0.07507799999999999,4.0,-3.924922,-98.12305,22,12
47,2011-04-22,Stake Land,4000000,33245,"Drama,Horror,Sci-Fi",tt1464580,98.0,8.799,2011,Friday,April,0.033245,4.0,-3.966755000000001,-99.168875,22,4
48,2015-02-27,Praia do Futuro,4000000,20620,,,,,2015,Friday,February,0.02062,4.0,-3.97938,-99.4845,27,2
49,2002-12-27,Sonny,4000000,17639,Drama,tt1599354,90.0,,2002,Friday,December,0.017639,4.0,-3.982361,-99.559025,27,12
51,2014-04-18,13 Sins,4000000,9134,"Horror,Thriller",tt2059171,93.0,10.899000000000001,2014,Friday,April,0.009134,4.0,-3.990866000000001,-99.77165,18,4
52,2011-11-18,Another Happy Day,4000000,9120,"Comedy,Drama",tt1719071,119.0,5.473,2011,Friday,November,0.00912,4.0,-3.99088,-99.772,18,11
53,2013-02-22,Inescapable,4000000,4327,"Action,Drama,Mystery",tt1844203,93.0,6.122000000000001,2013,Friday,February,0.004327,4.0,-3.995673000000001,-99.891825,22,2
54,2017-12-31,Perfectos Desconocidos,4000000,0,,,,,2017,Sunday,December,0.0,4.0,-4.0,-100.0,31,12
55,2013-12-31,Geograf globus propil,4000000,0,,,,,2013,Tuesday,December,0.0,4.0,-4.0,-100.0,31,12
56,2012-03-20,A Lonely Place to Die,4000000,0,"Adventure,Crime,Thriller",tt1422136,99.0,9.104,2012,Tuesday,March,0.0,4.0,-4.0,-100.0,20,3
57,2003-12-31,Nothing,4000000,0,Sci-Fi,tt10332174,75.0,0.6,2003,Wednesday,December,0.0,4.0,-4.0,-100.0,31,12
58,2012-06-01,The Loved Ones,4000000,0,,,,,2012,Friday,June,0.0,4.0,-4.0,-100.0,1,6
61,2008-08-26,Purple Violets,4000000,0,,,,,2008,Tuesday,August,0.0,4.0,-4.0,-100.0,26,8
62,2012-11-09,Replicas,4000000,0,"Drama,Sci-Fi,Thriller",tt4154916,107.0,,2012,Friday,November,0.0,4.0,-4.0,-100.0,9,11
63,2012-12-31,The Helpers,4000000,0,,,,2.736,2012,Monday,December,0.0,4.0,-4.0,-100.0,31,12
64,2015-12-31,The Veil,4000000,0,"Action,Adventure,Sci-Fi",tt3343868,93.0,9.148,2015,Thursday,December,0.0,4.0,-4.0,-100.0,31,12
65,2014-07-11,The Perfect Wave,4000000,0,"Adventure,Biography,Drama",tt2414822,94.0,,2014,Friday,July,0.0,4.0,-4.0,-100.0,11,7
66,2012-12-31,How to Fall in Love,4000000,0,,,,2.8080000000000003,2012,Monday,December,0.0,4.0,-4.0,-100.0,31,12
67,2015-09-08,Chain of Command,4000000,0,"Action,Thriller",tt4340720,88.0,3.767,2015,Tuesday,September,0.0,4.0,-4.0,-100.0,8,9
72,2011-01-14,Down for Life,3800000,41914,,,,0.6,2011,Friday,January,0.041914,3.8,-3.758086,-98.897,14,1
73,2010-04-30,The Good Heart,3800000,20930,,,,2.3209999999999997,2010,Friday,April,0.02093,3.8,-3.77907,-99.44921052631581,30,4
75,2018-10-05,Hevi reissu,3800000,10153,,,,,2018,Friday,October,0.010153,3.8,-3.789847,-99.73281578947369,5,10
78,2006-08-11,Casa de Areia,3750000,539285,,,,,2006,Friday,August,0.539285,3.75,-3.210715,-85.61906666666667,11,8
79,2010-11-05,Four Lions,3750000,310007,"Comedy,Crime,Drama",tt1341167,97.0,9.968,2010,Friday,November,0.31000700000000003,3.75,-3.439993,-91.73314666666668,5,11
80,2010-02-19,Defendor,3750000,44462,,,,7.862999999999999,2010,Friday,February,0.044462,3.75,-3.7055379999999998,-98.81434666666668,19,2
83,2006-11-21,The History Boys,3700000,2730296,,,,,2006,Tuesday,November,2.730296,3.7,-0.9697040000000001,-26.208216216216226,21,11
84,2006-11-03,Unknown,3700000,26403,"Action,Mystery,Thriller",tt1401152,113.0,12.08,2006,Friday,November,0.026403,3.7,-3.673597,-99.2864054054054,3,11
86,2008-10-10,Billy: The Early Years of Billy Graham,3600000,320896,,,,,2008,Friday,October,0.320896,3.6,-3.2791040000000002,-91.08622222222222,10,10
87,2017-12-31,UtÃ¸ya 22. juli,3600000,0,,,,,2017,Sunday,December,0.0,3.6,-3.6,-100.0,31,12
91,2018-04-13,Truth or Dare,3500000,41411015,"Horror,Romance,Thriller",tt2125681,85.0,8.102,2018,Friday,April,41.411015,3.5,37.911015,1083.171857142857,13,4
94,2016-02-19,The Witch,3500000,25138705,"Horror,Mystery",tt4263482,92.0,13.493,2016,Friday,February,25.138705,3.5,21.638705,618.2487142857143,19,2
95,2018-02-02,Winchester,3500000,25091816,"Biography,Drama,Fantasy",tt1072748,99.0,12.44,2018,Friday,February,25.091816,3.5,21.591816,616.9090285714286,2,2
96,2002-12-06,Empire,3500000,17504595,,tt10188180,83.0,0.6,2002,Friday,December,17.504595000000002,3.5,14.004594999999998,400.13128571428564,6,12
97,2013-02-22,Dark Skies,3500000,17418667,"Horror,Sci-Fi,Thriller",tt2387433,97.0,11.582,2013,Friday,February,17.418667000000006,3.5,13.918667,397.6762,22,2
98,2018-01-19,Forever My Girl,3500000,16376066,"Drama,Music,Romance",tt4103724,108.0,15.953,2018,Friday,January,16.376066,3.5,12.876066000000002,367.8876,19,1
8,2010-04-16,El secreto de sus ojos,3500000,6391436,,,,,2010,Friday,April,6.391436,3.5,2.891436,82.61245714285714,16,4
11,2018-05-18,First Reformed,3500000,3448256,"Drama,Mystery,Thriller",tt6053438,113.0,12.943,2018,Friday,May,3.448256,3.5,-0.05174399999999979,-1.478399999999994,18,5
12,2001-06-29,Pootie Tang,3500000,3293258,,,,,2001,Friday,June,3.293258,3.5,-0.2067420000000002,-5.906914285714293,29,6
13,2016-12-02,Believe,3500000,890303,Documentary,tt10118052,16.0,1.327,2016,Friday,December,0.8903030000000001,3.5,-2.609697,-74.56277142857142,2,12
14,2000-04-19,La otra conquista,3500000,886410,,,,,2000,Wednesday,April,0.88641,3.5,-2.6135900000000003,-74.67399999999998,19,4
15,2016-09-30,American Honey,3500000,663247,"Adventure,Drama,Romance",tt3721936,163.0,8.777999999999999,2016,Friday,September,0.663247,3.5,-2.836753,-81.05008571428571,30,9
16,2016-03-18,The Bronze,3500000,615816,"Comedy,Drama,Sport",tt3859304,100.0,8.328,2016,Friday,March,0.615816,3.5,-2.884184,-82.40525714285714,18,3
17,2011-06-10,Trolljegeren,3500000,253444,,,,,2011,Friday,June,0.253444,3.5,-3.246556,-92.75874285714286,10,6
18,2007-09-14,Ira and Abby,3500000,221096,,,,,2007,Friday,September,0.221096,3.5,-3.2789040000000003,-93.68297142857142,14,9
19,2016-01-08,The Masked Saint,3500000,182695,"Action,Biography,Crime",tt3103166,105.0,1.42,2016,Friday,January,0.182695,3.5,-3.317305,-94.78014285714286,8,1
20,2006-02-17,Winter Passing,3500000,107492,,,,,2006,Friday,February,0.107492,3.5,-3.3925080000000003,-96.9288,17,2
21,2005-03-25,D.E.B.S.,3500000,96793,,,,,2005,Friday,March,0.096793,3.5,-3.403207,-97.23448571428571,25,3
22,2016-06-03,Time to Choose,3500000,29233,Documentary,tt5001130,100.0,0.753,2016,Friday,June,0.029233,3.5,-3.470767,-99.16477142857143,3,6
23,2009-06-26,Surveillance,3500000,27349,,,,,2009,Friday,June,0.027349,3.5,-3.4726510000000004,-99.2186,26,6
25,2011-12-31,The Kick,3500000,0,"Action,Sport",tt2020110,94.0,,2011,Saturday,December,0.0,3.5,-3.5,-100.0,31,12
26,2009-06-30,The Betrayed,3500000,0,,,,,2009,Tuesday,June,0.0,3.5,-3.5,-100.0,30,6
27,2006-10-01,The Secret,3500000,0,Documentary,tt3596332,89.0,,2006,Sunday,October,0.0,3.5,-3.5,-100.0,1,10
28,2011-06-28,2:13,3500000,0,,,,,2011,Tuesday,June,0.0,3.5,-3.5,-100.0,28,6
29,2013-01-29,"Batman: The Dark Knight Returns, Part 2",3500000,0,,,,13.325999999999999,2013,Tuesday,January,0.0,3.5,-3.5,-100.0,29,1
30,2014-03-11,In the Name of the King III,3500000,0,,,,5.9879999999999995,2014,Tuesday,March,0.0,3.5,-3.5,-100.0,11,3
31,2014-03-04,Wicked Blood,3500000,0,,,,7.0429999999999975,2014,Tuesday,March,0.0,3.5,-3.5,-100.0,4,3
32,2015-06-05,Dawn Patrol,3500000,0,"Drama,Thriller",tt2073661,88.0,1.7719999999999998,2015,Friday,June,0.0,3.5,-3.5,-100.0,5,6
33,2013-05-17,Jagten,3450000,687185,,,,,2013,Friday,May,0.687185,3.45,-2.7628150000000002,-80.08159420289856,17,5
34,2015-09-01,Lords of London,3440000,0,"Crime,Mystery,Thriller",tt1800337,90.0,,2015,Tuesday,September,0.0,3.44,-3.44,-100.0,1,9
35,2005-06-24,La marche de l'empereur,3400000,77437223,,,,,2005,Friday,June,77.437223,3.4,74.037223,2177.565382352941,24,6
37,2011-10-21,Margin Call,3400000,5353586,"Drama,Thriller",tt1615147,107.0,9.498,2011,Friday,October,5.353586,3.4,1.953586,57.458411764705886,21,10
38,2008-09-26,Choke,3400000,2926565,"Action,Drama,Romance",tt1893211,122.0,,2008,Friday,September,2.926565,3.4,-0.4734349999999998,-13.924558823529404,26,9
39,2004-04-23,L\'incomparable mademoiselle C.,3400000,493905,,,,,2004,Friday,April,0.493905,3.4,-2.906095,-85.47338235294119,23,4
40,2008-07-11,August,3400000,12636,"Drama,Romance",tt1753460,99.0,2.4330000000000003,2008,Friday,July,0.012636,3.4,-3.387364,-99.62835294117649,11,7
41,2015-03-03,To Write Love On Her Arms,3400000,0,,,,,2015,Tuesday,March,0.0,3.4,-3.4,-100.0,3,3
43,2014-10-10,Whiplash,3300000,13092006,"Drama,Music",tt2582802,106.0,6.297999999999999,2014,Friday,October,13.092006,3.3,9.792006,296.72745454545463,10,10
44,2007-10-26,Bella,3300000,8093373,"Drama,Family",tt4133310,80.0,,2007,Friday,October,8.093373,3.3,4.793373,145.25372727272728,26,10
45,2003-01-17,Cidade de Deus,3300000,7563397,,,,,2003,Friday,January,7.563397,3.3,4.263397,129.1938484848485,17,1
46,2000-05-05,Human Traffic,3300000,104257,,,,,2000,Friday,May,0.104257,3.3,-3.195743,-96.84069696969698,5,5
47,2006-12-29,The Dead Girl,3300000,19875,,,,,2006,Friday,December,0.019875,3.3,-3.280125,-99.39772727272728,29,12
48,2015-01-20,The Opposite Sex,3300000,0,Comedy,tt2796678,97.0,8.832,2015,Tuesday,January,0.0,3.3,-3.3,-100.0,20,1
51,2009-01-30,Entre les murs,3250000,3766810,,,,,2009,Friday,January,3.76681,3.25,0.51681,15.901846153846153,30,1
54,2018-07-06,Sorry to Bother You,3200000,17493096,"Comedy,Fantasy,Sci-Fi",tt5688932,111.0,15.887,2018,Friday,July,17.493095999999998,3.2,14.293096000000002,446.65925,6,7
56,2004-07-16,Maria Full of Grace,3200000,6529624,,,,,2004,Friday,July,6.529624,3.2,3.329624,104.05075,16,7
57,2011-06-03,Beginners,3200000,5790894,"Comedy,Drama,Romance",tt1532503,105.0,10.322000000000001,2011,Friday,June,5.7908940000000015,3.2,2.590894,80.96543749999998,3,6
58,2016-04-22,The Meddler,3200000,4267219,"Comedy,Drama,Romance",tt4501454,103.0,7.725,2016,Friday,April,4.267219,3.2,1.0672189999999997,33.35059374999999,22,4
59,2009-07-29,Adam,3200000,2283291,Drama,tt10199664,98.0,,2009,Wednesday,July,2.283291,3.2,-0.916709,-28.64715625,29,7
60,2006-09-22,Feast,3200000,56131,Horror,tt4282670,,7.51,2006,Friday,September,0.056130999999999986,3.2,-3.143869,-98.24590625,22,9
63,2013-04-12,Antiviral,3100000,0,"Horror,Sci-Fi,Thriller",tt2099556,108.0,6.33,2013,Friday,April,0.0,3.1,-3.1,-100.0,12,4
65,2010-10-20,Paranormal Activity 2,3000000,84752907,Horror,tt1536044,91.0,8.163,2010,Wednesday,October,84.752907,3.0,81.752907,2725.0969,20,10
66,2015-08-28,War Room,3000000,67790117,Drama,tt3832914,120.0,7.419,2015,Friday,August,67.79011700000001,3.0,64.79011700000001,2159.6705666666667,28,8
67,2013-06-07,The Purge,3000000,64473115,"Horror,Thriller",tt2184339,85.0,24.364,2013,Friday,June,64.473115,3.0,61.47311500000001,2049.1038333333336,7,6
69,2012-10-12,Sinister,3000000,48086903,"Horror,Mystery,Thriller",tt1922777,110.0,0.6,2012,Friday,October,48.086903,3.0,45.086903,1502.896766666667,12,10
70,2000-08-18,The Original Kings of Comedy,3000000,38168022,,,,,2000,Friday,August,38.168022,3.0,35.168022,1172.2674,18,8
75,2002-10-11,Bowling for Columbine,3000000,21576018,,,,,2002,Friday,October,21.576018,3.0,18.576018,619.2006,11,10
80,2002-08-02,Martin Lawrence Live: RunTelDat,3000000,19184820,,,,,2002,Friday,August,19.18482,3.0,16.184820000000002,539.4939999999998,2,8
84,2001-04-06,Pokemon 3: The Movie,3000000,17052128,,,,,2001,Friday,April,17.052128,3.0,14.052128,468.40426666666673,6,4
89,2018-06-01,Upgrade,3000000,11977130,"Action,Sci-Fi,Thriller",tt6499752,100.0,21.413,2018,Friday,June,11.97713,3.0,8.97713,299.23766666666666,1,6
90,2006-03-03,Dave Chappelle's Block Party,3000000,11718595,,,,,2006,Friday,March,11.718595,3.0,8.718595,290.61983333333336,3,3
93,2009-05-08,Next Day Air,3000000,10027047,,,,,2009,Friday,May,10.027047,3.0,7.0270470000000005,234.2349,8,5
98,2001-08-08,The Deep End,3000000,8823109,,,,,2001,Wednesday,August,8.823109,3.0,5.8231090000000005,194.10363333333336,8,8
99,2013-05-24,Before Midnight,3000000,8110621,"Drama,Romance",tt2209418,109.0,11.765,2013,Friday,May,8.110621,3.0,5.110621,170.35403333333338,24,5
1,2009-07-31,The Collector,3000000,7712114,"Action,Comedy",tt2879218,94.0,1.4,2009,Friday,July,7.712114,3.0,4.712114,157.07046666666668,31,7
3,2017-10-27,Let There Be Light,3000000,7233471,Documentary,tt2774034,97.0,2.01,2017,Friday,October,7.2334710000000015,3.0,4.233471,141.1157,27,10
4,2006-04-07,Phat Girlz,3000000,7061128,,,,,2006,Friday,April,7.061128,3.0,4.061128,135.37093333333334,7,4
5,2004-10-01,Woman Thou Art Loosed,3000000,6879730,,,,,2004,Friday,October,6.87973,3.0,3.8797300000000003,129.32433333333336,1,10
6,2002-10-18,Real Women Have Curves,3000000,5853194,,,,,2002,Friday,October,5.853194,3.0,2.853194,95.10646666666668,18,10
8,2006-04-28,Water,3000000,5529144,"Crime,Thriller",tt2378581,,,2006,Friday,April,5.5291440000000005,3.0,2.529144,84.30479999999999,28,4
9,2016-07-22,Donât Think Twice,3000000,4417983,,,,,2016,Friday,July,4.417983,3.0,1.4179830000000004,47.266100000000016,22,7
10,2016-06-24,Swiss Army Man,3000000,4210454,"Adventure,Comedy,Drama",tt4034354,97.0,10.0,2016,Friday,June,4.210454,3.0,1.2104540000000004,40.34846666666667,24,6
11,2000-04-14,East is East,3000000,4170647,,,,,2000,Friday,April,4.170647,3.0,1.1706469999999998,39.02156666666666,14,4
